compartments,abundance,growth_rate,reactions,metabolites,taxon,tradeoff,sample_id
Marvinbryantia,0.0016672841793256758,0.005119976103330202,1996,1375,Marvinbryantia,0.5,Healthy5
Methanobrevibacter,0.0003705075954057058,0.0008388752168295168,1063,1000,Methanobrevibacter,0.5,Healthy5
Parabacteroides,0.00444609114486847,0.010066502580366708,2870,1747,Parabacteroides,0.5,Healthy5
Paraprevotella,0.012597258243793995,0.028521757311158465,1968,1391,Paraprevotella,0.5,Healthy5
Phascolarctobacterium,0.137273064097814,0.31080326716430523,1019,945,Phascolarctobacterium,0.5,Healthy5
Roseburia,0.10040755835494627,0.22733518327099317,2357,1567,Roseburia,0.5,Healthy5
Slackia,0.0037050759540570577,0.008388752150370677,1239,1082,Slackia,0.5,Healthy5
Streptococcus,0.05668766209707299,0.12834790789897935,2896,1822,Streptococcus,0.5,Healthy5
Veillonella,0.017413856984068173,0.03942713510646037,1832,1405,Veillonella,0.5,Healthy5
Alistipes,0.018895887365690995,0.034221729030289076,2650,1613,Alistipes,0.4,Healthy5
Anaerofustis,0.0016672841793256758,0.008943196278702114,986,922,Anaerofustis,0.4,Healthy5
Anaerostipes,0.04668395702111893,0.08454780112388735,2034,1491,Anaerostipes,0.4,Healthy5
Bacteroides,0.06557984438680992,0.11876953016570208,3307,1887,Bacteroides,0.4,Healthy5
Barnesiella,0.0018525379770285288,0.014536512427796237,2235,1371,Barnesiella,0.4,Healthy5
Bifidobacterium,0.1313449425713227,0.23787456739149007,3108,1734,Bifidobacterium,0.4,Healthy5
Bilophila,0.01722860318636532,0.0317413747189293,1386,1194,Bilophila,0.4,Healthy5
Blautia,0.10077806595035196,0.18251588808946445,3108,1818,Blautia,0.4,Healthy5
Butyricicoccus,0.007224898110411263,0.013939096897359641,1915,1442,Butyricicoccus,0.4,Healthy5
Collinsella,0.029270100037050755,0.05301012926617502,2629,1587,Collinsella,0.4,Healthy5
Dorea,0.012412004446091144,0.02247897889591377,2368,1614,Dorea,0.4,Healthy5
Eggerthella,0.0011115227862171174,0.0020130428564998754,1214,1061,Eggerthella,0.4,Healthy5
Erysipelatoclostridium,0.0016672841793256758,0.0030195643111759142,2826,1639,Erysipelatoclostridium,0.4,Healthy5
Eubacterium,0.012967765839199702,0.023485500306053755,2482,1761,Eubacterium,0.4,Healthy5
Faecalibacterium,0.20062986291218965,0.3633542404401695,1986,1472,Faecalibacterium,0.4,Healthy5
Faecalitalea,0.0011115227862171174,0.010448803501308456,994,892,Faecalitalea,0.4,Healthy5
Flavonifractor,0.003890329751759911,0.0109023214823547,1207,1105,Flavonifractor,0.4,Healthy5
Holdemania,0.0016672841793256758,0.0056653090639831125,1744,1218,Holdemania,0.4,Healthy5
Lachnoclostridium,0.0037050759540570577,0.006710142933372835,3174,1970,Lachnoclostridium,0.4,Healthy5
Lachnospira,0.00574286772878844,0.013678969230205716,1163,1052,Lachnospira,0.4,Healthy5
Marvinbryantia,0.0016672841793256758,0.004415060670501689,1996,1375,Marvinbryantia,0.4,Healthy5
Methanobrevibacter,0.0003705075954057058,0.0006710141900345922,1063,1000,Methanobrevibacter,0.4,Healthy5
Parabacteroides,0.00444609114486847,0.008052171524449456,2870,1747,Parabacteroides,0.4,Healthy5
Paraprevotella,0.012597258243793995,0.02281448602594219,1968,1391,Paraprevotella,0.4,Healthy5
Phascolarctobacterium,0.137273064097814,0.24861079612239673,1019,945,Phascolarctobacterium,0.4,Healthy5
Roseburia,0.10040755835494627,0.1818448738288727,2357,1567,Roseburia,0.4,Healthy5
Slackia,0.0037050759540570577,0.006710142967932209,1239,1082,Slackia,0.4,Healthy5
Streptococcus,0.05668766209707299,0.1026651870511757,2896,1822,Streptococcus,0.4,Healthy5
Veillonella,0.017413856984068173,0.03153767183876301,1832,1405,Veillonella,0.4,Healthy5
Alistipes,0.018895887365690995,0.025660744075913126,2650,1613,Alistipes,0.30000000000000004,Healthy5
Anaerofustis,0.0016672841793256758,0.008746243021332069,986,922,Anaerofustis,0.30000000000000004,Healthy5
Anaerostipes,0.04668395702111893,0.06339708997259604,2034,1491,Anaerostipes,0.30000000000000004,Healthy5
Bacteroides,0.06557984438680992,0.08905771929473084,3307,1887,Bacteroides,0.30000000000000004,Healthy5
Barnesiella,0.0018525379770285288,0.013144944500770982,2235,1371,Barnesiella,0.30000000000000004,Healthy5
Bifidobacterium,0.1313449425713227,0.17836699045703358,3108,1734,Bifidobacterium,0.30000000000000004,Healthy5
Bilophila,0.01722860318636532,0.023832998943367538,1386,1194,Bilophila,0.30000000000000004,Healthy5
Blautia,0.10077806595035196,0.13685708612458172,3108,1818,Blautia,0.30000000000000004,Healthy5
Butyricicoccus,0.007224898110411263,0.012799350777795404,1915,1442,Butyricicoccus,0.30000000000000004,Healthy5
Collinsella,0.029270100037050755,0.03974896437974301,2629,1587,Collinsella,0.30000000000000004,Healthy5
Dorea,0.012412004446091144,0.01685559838030398,2368,1614,Dorea,0.30000000000000004,Healthy5
Eggerthella,0.0011115227862171174,0.0015098373751512102,1214,1061,Eggerthella,0.30000000000000004,Healthy5
Erysipelatoclostridium,0.0016672841793256758,0.002264410395955112,2826,1639,Erysipelatoclostridium,0.30000000000000004,Healthy5
Eubacterium,0.012967765839199702,0.017610321511777584,2482,1761,Eubacterium,0.30000000000000004,Healthy5
Faecalibacterium,0.20062986291218965,0.2724559086037864,1986,1472,Faecalibacterium,0.30000000000000004,Healthy5
Faecalitalea,0.0011115227862171174,0.009074695046003832,994,892,Faecalitalea,0.30000000000000004,Healthy5
Flavonifractor,0.003890329751759911,0.00835157096488744,1207,1105,Flavonifractor,0.30000000000000004,Healthy5
Holdemania,0.0016672841793256758,0.005247019757198298,1744,1218,Holdemania,0.30000000000000004,Healthy5
Lachnoclostridium,0.0037050759540570577,0.005031600641765879,3174,1970,Lachnoclostridium,0.30000000000000004,Healthy5
Lachnospira,0.00574286772878844,0.01063740958756052,1163,1052,Lachnospira,0.30000000000000004,Healthy5
Marvinbryantia,0.0016672841793256758,0.004109903615764729,1996,1375,Marvinbryantia,0.30000000000000004,Healthy5
Methanobrevibacter,0.0003705075954057058,0.0005049072043987024,1063,1000,Methanobrevibacter,0.30000000000000004,Healthy5
Parabacteroides,0.00444609114486847,0.006037886765508156,2870,1747,Parabacteroides,0.30000000000000004,Healthy5
Paraprevotella,0.012597258243793995,0.017107177190607146,1968,1391,Paraprevotella,0.30000000000000004,Healthy5
Phascolarctobacterium,0.137273064097814,0.1864171564084919,1019,945,Phascolarctobacterium,0.30000000000000004,Healthy5
Roseburia,0.10040755835494627,0.13635391773654004,2357,1567,Roseburia,0.30000000000000004,Healthy5
Slackia,0.0037050759540570577,0.005031605455087977,1239,1082,Slackia,0.30000000000000004,Healthy5
Streptococcus,0.05668766209707299,0.07698214399135937,2896,1822,Streptococcus,0.30000000000000004,Healthy5
Veillonella,0.017413856984068173,0.023648132482263193,1832,1405,Veillonella,0.30000000000000004,Healthy5
Alistipes,0.018895887365690995,0.017096106147043252,2650,1613,Alistipes,0.2,Healthy5
Anaerofustis,0.0016672841793256758,0.006420871833077332,986,922,Anaerofustis,0.2,Healthy5
Anaerostipes,0.04668395702111893,0.0422374120586213,2034,1491,Anaerostipes,0.2,Healthy5
Bacteroides,0.06557984438680992,0.05933345054272585,3307,1887,Bacteroides,0.2,Healthy5
Barnesiella,0.0018525379770285288,0.011743910804495815,2235,1371,Barnesiella,0.2,Healthy5
Bifidobacterium,0.1313449425713227,0.11883452549704146,3108,1734,Bifidobacterium,0.2,Healthy5
Bilophila,0.01722860318636532,0.017311233161587513,1386,1194,Bilophila,0.2,Healthy5
Blautia,0.10077806595035196,0.09117910707269003,3108,1818,Blautia,0.2,Healthy5
Butyricicoccus,0.007224898110411263,0.008990291599312387,1915,1442,Butyricicoccus,0.2,Healthy5
Collinsella,0.029270100037050755,0.026482181957331895,2629,1587,Collinsella,0.2,Healthy5
Dorea,0.012412004446091144,0.011229807629542399,2368,1614,Dorea,0.2,Healthy5
Eggerthella,0.0011115227862171174,0.0010062169416176533,1214,1061,Eggerthella,0.2,Healthy5
Erysipelatoclostridium,0.0016672841793256758,0.001508787175911447,2826,1639,Erysipelatoclostridium,0.2,Healthy5
Eubacterium,0.012967765839199702,0.011732631513694419,2482,1761,Eubacterium,0.2,Healthy5
Faecalibacterium,0.20062986291218965,0.18151988983907502,1986,1472,Faecalibacterium,0.2,Healthy5
Faecalitalea,0.0011115227862171174,0.009384364735189292,994,892,Faecalitalea,0.2,Healthy5
Flavonifractor,0.003890329751759911,0.007392141686059744,1207,1105,Flavonifractor,0.2,Healthy5
Holdemania,0.0016672841793256758,0.003921591964235032,1744,1218,Holdemania,0.2,Healthy5
Lachnoclostridium,0.0037050759540570577,0.0033522743521705676,3174,1970,Lachnoclostridium,0.2,Healthy5
Lachnospira,0.00574286772878844,0.009723497025764305,1163,1052,Lachnospira,0.2,Healthy5
Marvinbryantia,0.0016672841793256758,0.004192344967465754,1996,1375,Marvinbryantia,0.2,Healthy5
Methanobrevibacter,0.0003705075954057058,0.00033731581998549013,1063,1000,Methanobrevibacter,0.2,Healthy5
Parabacteroides,0.00444609114486847,0.0040226874657262905,2870,1747,Parabacteroides,0.2,Healthy5
Paraprevotella,0.012597258243793995,0.011397417432436375,1968,1391,Paraprevotella,0.2,Healthy5
Phascolarctobacterium,0.137273064097814,0.12419780983150223,1019,945,Phascolarctobacterium,0.2,Healthy5
Roseburia,0.10040755835494627,0.09084389261648627,2357,1567,Roseburia,0.2,Healthy5
Slackia,0.0037050759540570577,0.0033522773051535143,1239,1082,Slackia,0.2,Healthy5
Streptococcus,0.05668766209707299,0.051288267047080574,2896,1822,Streptococcus,0.2,Healthy5
Veillonella,0.017413856984068173,0.015755233775276278,1832,1405,Veillonella,0.2,Healthy5
Alistipes,0.018895887365690995,0.00852740631815016,2650,1613,Alistipes,0.1,Healthy5
Anaerofustis,0.0016672841793256758,0.006395651519706263,986,922,Anaerofustis,0.1,Healthy5
Anaerostipes,0.04668395702111893,0.02106755916047479,2034,1491,Anaerostipes,0.1,Healthy5
Bacteroides,0.06557984438680992,0.02959506799487353,3307,1887,Bacteroides,0.1,Healthy5
Barnesiella,0.0018525379770285288,0.012634509771776934,2235,1371,Barnesiella,0.1,Healthy5
Bifidobacterium,0.1313449425713227,0.059272805049436585,3108,1734,Bifidobacterium,0.1,Healthy5
Bilophila,0.01722860318636532,0.01052639603336903,1386,1194,Bilophila,0.1,Healthy5
Blautia,0.10077806595035196,0.04547863130987141,3108,1818,Blautia,0.1,Healthy5
Butyricicoccus,0.007224898110411263,0.008428135775146816,1915,1442,Butyricicoccus,0.1,Healthy5
Collinsella,0.029270100037050755,0.013208928743739738,2629,1587,Collinsella,0.1,Healthy5
Dorea,0.012412004446091144,0.005601602530701137,2368,1614,Dorea,0.1,Healthy5
Eggerthella,0.0011115227862171174,0.0005017310206923808,1214,1061,Eggerthella,0.1,Healthy5
Erysipelatoclostridium,0.0016672841793256758,0.0007525403178737475,2826,1639,Erysipelatoclostridium,0.1,Healthy5
Eubacterium,0.012967765839199702,0.005852067681726626,2482,1761,Eubacterium,0.1,Healthy5
Faecalibacterium,0.20062986291218965,0.09053924510465192,1986,1472,Faecalibacterium,0.1,Healthy5
Faecalitalea,0.0011115227862171174,0.008205639278621977,994,892,Faecalitalea,0.1,Healthy5
Flavonifractor,0.003890329751759911,0.007485537763000942,1207,1105,Flavonifractor,0.1,Healthy5
Holdemania,0.0016672841793256758,0.003694012747644682,1744,1218,Holdemania,0.1,Healthy5
Lachnoclostridium,0.0037050759540570577,0.0016720183321451017,3174,1970,Lachnoclostridium,0.1,Healthy5
Lachnospira,0.00574286772878844,0.007866925296439103,1163,1052,Lachnospira,0.1,Healthy5
Marvinbryantia,0.0016672841793256758,0.0032724254449843964,1996,1375,Marvinbryantia,0.1,Healthy5
Methanobrevibacter,0.0003705075954057058,0.0001671285275613902,1063,1000,Methanobrevibacter,0.1,Healthy5
Parabacteroides,0.00444609114486847,0.002006421547939632,2870,1747,Parabacteroides,0.1,Healthy5
Paraprevotella,0.012597258243793995,0.005685019302146354,1968,1391,Paraprevotella,0.1,Healthy5
Phascolarctobacterium,0.137273064097814,0.061948246282528,1019,945,Phascolarctobacterium,0.1,Healthy5
Roseburia,0.10040755835494627,0.04531179260892631,2357,1567,Roseburia,0.1,Healthy5
Slackia,0.0037050759540570577,0.001672386273081315,1239,1082,Slackia,0.1,Healthy5
Streptococcus,0.05668766209707299,0.025581738964601617,2896,1822,Streptococcus,0.1,Healthy5
Veillonella,0.017413856984068173,0.007858460208756872,1832,1405,Veillonella,0.1,Healthy5
Acidaminococcus,0.003593320651025153,-3.268496584496461e-13,1278,1090,Acidaminococcus,,Healthy3
Actinomyces,0.002747833439019235,0.0,2445,1643,Actinomyces,,Healthy3
Alistipes,0.0103572183470725,47.558406713231655,2650,1613,Alistipes,,Healthy3
Anaerostipes,0.03720143732826041,0.0,2034,1491,Anaerostipes,,Healthy3
Bacteroides,0.12999365884590994,0.0,3307,1887,Bacteroides,,Healthy3
Barnesiella,0.003593320651025153,0.0,2235,1371,Barnesiella,,Healthy3
Bifidobacterium,0.017332487846121326,0.0,3108,1734,Bifidobacterium,,Healthy3
Bilophila,0.0004227436060029592,0.0,1386,1194,Bilophila,,Healthy3
Blautia,0.46142464595222993,0.0,3108,1818,Blautia,,Healthy3
Butyricicoccus,0.007609384908053266,0.0,1915,1442,Butyricicoccus,,Healthy3
Collinsella,0.05199746353836398,0.0,2629,1587,Collinsella,,Healthy3
Dialister,0.04692454026632847,1.2105871860512707e-12,1187,1056,Dialister,,Healthy3
Dorea,0.03846966814626929,0.0,2368,1614,Dorea,,Healthy3
Erysipelatoclostridium,0.0019023462270133164,0.0,2826,1639,Erysipelatoclostridium,,Healthy3
Faecalibacterium,0.07715070809554005,0.0,1986,1472,Faecalibacterium,,Healthy3
Haemophilus,0.007186641302050306,0.0,1504,1246,Haemophilus,,Healthy3
Holdemanella,0.04269710420629888,2.220446049250313e-13,1585,1192,Holdemanella,,Healthy3
Lachnoclostridium,0.0016909744240118367,0.0,3174,1970,Lachnoclostridium,,Healthy3
Lachnospira,0.002959205242020714,0.0,1163,1052,Lachnospira,,Healthy3
Lactobacillus,0.0012682308180088774,0.0,3241,1907,Lactobacillus,,Healthy3
Leuconostoc,0.002536461636017755,0.0,1874,1433,Leuconostoc,,Healthy3
Marvinbryantia,0.0012682308180088774,-2.4811264154323e-12,1996,1375,Marvinbryantia,,Healthy3
Methanobrevibacter,0.0004227436060029592,-1.2290878490008726e-13,1063,1000,Methanobrevibacter,,Healthy3
Odoribacter,0.001056859015007398,0.0,2526,1594,Odoribacter,,Healthy3
Parasutterella,0.0012682308180088774,0.0,1080,1019,Parasutterella,,Healthy3
Roseburia,0.00507292327203551,0.0,2357,1567,Roseburia,,Healthy3
Streptococcus,0.007398013105051785,0.0,2896,1822,Streptococcus,,Healthy3
Subdoligranulum,0.033608116677235254,0.0,1731,1301,Subdoligranulum,,Healthy3
Veillonella,0.0008454872120059184,2.2126633858476907e-11,1832,1405,Veillonella,,Healthy3
Acidaminococcus,0.003593320651025153,0.3402538027228416,1278,1090,Acidaminococcus,1.0,Healthy3
Actinomyces,0.002747833439019235,0.023822405868413114,2445,1643,Actinomyces,1.0,Healthy3
Alistipes,0.0103572183470725,1.9983673261245203,2650,1613,Alistipes,1.0,Healthy3
Anaerostipes,0.03720143732826041,6.278683893603286e-05,2034,1491,Anaerostipes,1.0,Healthy3
Bacteroides,0.12999365884590994,7.523985163339024e-05,3307,1887,Bacteroides,1.0,Healthy3
Barnesiella,0.003593320651025153,0.693545311382806,2235,1371,Barnesiella,1.0,Healthy3
Bifidobacterium,0.017332487846121326,1.6939863667345592,3108,1734,Bifidobacterium,1.0,Healthy3
Bilophila,0.0004227436060029592,0.002862818875011006,1386,1194,Bilophila,1.0,Healthy3
Blautia,0.46142464595222993,2.7828681498338807e-06,3108,1818,Blautia,1.0,Healthy3
Butyricicoccus,0.007609384908053266,0.0002183642295673074,1915,1442,Butyricicoccus,1.0,Healthy3
Collinsella,0.05199746353836398,3.1665324027913004e-05,2629,1587,Collinsella,1.0,Healthy3
Dialister,0.04692454026632847,9.052461026960966,1187,1056,Dialister,1.0,Healthy3
Dorea,0.03846966814626929,5.241752602799947e-05,2368,1614,Dorea,1.0,Healthy3
Erysipelatoclostridium,0.0019023462270133164,0.0008195141453791737,2826,1639,Erysipelatoclostridium,1.0,Healthy3
Faecalibacterium,0.07715070809554005,2.558017029895584e-05,1986,1472,Faecalibacterium,1.0,Healthy3
Haemophilus,0.007186641302050306,1.3867113772154056,1504,1246,Haemophilus,1.0,Healthy3
Holdemanella,0.04269710420629888,1.946741564555632e-05,1585,1192,Holdemanella,1.0,Healthy3
Lachnoclostridium,0.0016909744240118367,0.001094791223156798,3174,1970,Lachnoclostridium,1.0,Healthy3
Lachnospira,0.002959205242020714,0.0005040018901591507,1163,1052,Lachnospira,1.0,Healthy3
Lactobacillus,0.0012682308180088774,0.0005897456710186081,3241,1907,Lactobacillus,1.0,Healthy3
Leuconostoc,0.002536461636017755,0.0006011521091424338,1874,1433,Leuconostoc,1.0,Healthy3
Marvinbryantia,0.0012682308180088774,0.0007339076398401094,1996,1375,Marvinbryantia,1.0,Healthy3
Methanobrevibacter,0.0004227436060029592,0.0354289593690453,1063,1000,Methanobrevibacter,1.0,Healthy3
Odoribacter,0.001056859015007398,0.2050562789190677,2526,1594,Odoribacter,1.0,Healthy3
Parasutterella,0.0012682308180088774,0.2457650947338143,1080,1019,Parasutterella,1.0,Healthy3
Roseburia,0.00507292327203551,0.00029454749722752845,2357,1567,Roseburia,1.0,Healthy3
Streptococcus,0.007398013105051785,0.00018346368946221348,2896,1822,Streptococcus,1.0,Healthy3
Subdoligranulum,0.033608116677235254,3.409552820940276e-05,1731,1301,Subdoligranulum,1.0,Healthy3
Veillonella,0.0008454872120059184,0.02613630029844696,1832,1405,Veillonella,1.0,Healthy3
Acidaminococcus,0.003593320651025153,0.199272251026593,1278,1090,Acidaminococcus,0.9,Healthy3
Actinomyces,0.002747833439019235,0.05506107055999741,2445,1643,Actinomyces,0.9,Healthy3
Alistipes,0.0103572183470725,0.975679689698759,2650,1613,Alistipes,0.9,Healthy3
Anaerostipes,0.03720143732826041,0.0001440970454431598,2034,1491,Anaerostipes,0.9,Healthy3
Bacteroides,0.12999365884590994,1.418820465752943,3307,1887,Bacteroides,0.9,Healthy3
Barnesiella,0.003593320651025153,0.3388834337824505,2235,1371,Barnesiella,0.9,Healthy3
Bifidobacterium,0.017332487846121326,1.0562895192814679,3108,1734,Bifidobacterium,0.9,Healthy3
Bilophila,0.0004227436060029592,0.004832365432519491,1386,1194,Bilophila,0.9,Healthy3
Blautia,0.46142464595222993,0.015106496595250199,3108,1818,Blautia,0.9,Healthy3
Butyricicoccus,0.007609384908053266,0.00040517127738021923,1915,1442,Butyricicoccus,0.9,Healthy3
Collinsella,0.05199746353836398,8.827655936971637e-05,2629,1587,Collinsella,0.9,Healthy3
Dialister,0.04692454026632847,4.419392477329148,1187,1056,Dialister,0.9,Healthy3
Dorea,0.03846966814626929,0.00010505054027389617,2368,1614,Dorea,0.9,Healthy3
Erysipelatoclostridium,0.0019023462270133164,0.0030445099900104798,2826,1639,Erysipelatoclostridium,0.9,Healthy3
Faecalibacterium,0.07715070809554005,4.772632245952415e-05,1986,1472,Faecalibacterium,0.9,Healthy3
Haemophilus,0.007186641302050306,0.6771632231591717,1504,1246,Haemophilus,0.9,Healthy3
Holdemanella,0.04269710420629888,5.6784478715160134e-05,1585,1192,Holdemanella,0.9,Healthy3
Lachnoclostridium,0.0016909744240118367,0.0037745793376980905,3174,1970,Lachnoclostridium,0.9,Healthy3
Lachnospira,0.002959205242020714,0.0009733107555682067,1163,1052,Lachnospira,0.9,Healthy3
Lactobacillus,0.0012682308180088774,0.002208738670254484,3241,1907,Lactobacillus,0.9,Healthy3
Leuconostoc,0.002536461636017755,0.0014669723362755259,1874,1433,Leuconostoc,0.9,Healthy3
Marvinbryantia,0.0012682308180088774,0.0016375476521081577,1996,1375,Marvinbryantia,0.9,Healthy3
Methanobrevibacter,0.0004227436060029592,0.023878326521416644,1063,1000,Methanobrevibacter,0.9,Healthy3
Odoribacter,0.001056859015007398,0.10145135462583967,2526,1594,Odoribacter,0.9,Healthy3
Parasutterella,0.0012682308180088774,0.12083678833669542,1080,1019,Parasutterella,0.9,Healthy3
Roseburia,0.00507292327203551,0.0008191727450133776,2357,1567,Roseburia,0.9,Healthy3
Streptococcus,0.007398013105051785,0.0004294312864041486,2896,1822,Streptococcus,0.9,Healthy3
Subdoligranulum,0.033608116677235254,0.00010088861778187636,1731,1301,Subdoligranulum,0.9,Healthy3
Veillonella,0.0008454872120059184,0.02797957410739186,1832,1405,Veillonella,0.9,Healthy3
Acidaminococcus,0.003593320651025153,0.11714288912469481,1278,1090,Acidaminococcus,0.8,Healthy3
Actinomyces,0.002747833439019235,0.049954566276756734,2445,1643,Actinomyces,0.8,Healthy3
Alistipes,0.0103572183470725,0.4978337257298697,2650,1613,Alistipes,0.8,Healthy3
Anaerostipes,0.03720143732826041,1.5021025827115577e-06,2034,1491,Anaerostipes,0.8,Healthy3
Bacteroides,0.12999365884590994,1.98191375004562,3307,1887,Bacteroides,0.8,Healthy3
Barnesiella,0.003593320651025153,0.17270856819317487,2235,1371,Barnesiella,0.8,Healthy3
Bifidobacterium,0.017332487846121326,0.6045150321167492,3108,1734,Bifidobacterium,0.8,Healthy3
Bilophila,0.0004227436060029592,0.003513681365962057,1386,1194,Bilophila,0.8,Healthy3
Blautia,0.46142464595222993,0.013459107448197661,3108,1818,Blautia,0.8,Healthy3
Butyricicoccus,0.007609384908053266,2.224832542955217e-06,1915,1442,Butyricicoccus,0.8,Healthy3
Collinsella,0.05199746353836398,9.837658716680447e-06,2629,1587,Collinsella,0.8,Healthy3
Dialister,0.04692454026632847,2.255348835579043,1187,1056,Dialister,0.8,Healthy3
Dorea,0.03846966814626929,2.2397724018017315e-05,2368,1614,Dorea,0.8,Healthy3
Erysipelatoclostridium,0.0019023462270133164,0.004519525940770574,2826,1639,Erysipelatoclostridium,0.8,Healthy3
Faecalibacterium,0.07715070809554005,5.682443523237874e-06,1986,1472,Faecalibacterium,0.8,Healthy3
Haemophilus,0.007186641302050306,0.34541645685194644,1504,1246,Haemophilus,0.8,Healthy3
Holdemanella,0.04269710420629888,0.07106158322362983,1585,1192,Holdemanella,0.8,Healthy3
Lachnoclostridium,0.0016909744240118367,0.002726543237161379,3174,1970,Lachnoclostridium,0.8,Healthy3
Lachnospira,0.002959205242020714,3.892175741214743e-07,1163,1052,Lachnospira,0.8,Healthy3
Lactobacillus,0.0012682308180088774,0.0021703632225344716,3241,1907,Lactobacillus,0.8,Healthy3
Leuconostoc,0.002536461636017755,4.176361833966688e-06,1874,1433,Leuconostoc,0.8,Healthy3
Marvinbryantia,0.0012682308180088774,0.001031264887373228,1996,1375,Marvinbryantia,0.8,Healthy3
Methanobrevibacter,0.0004227436060029592,0.01288147539934172,1063,1000,Methanobrevibacter,0.8,Healthy3
Odoribacter,0.001056859015007398,0.05104336732950849,2526,1594,Odoribacter,0.8,Healthy3
Parasutterella,0.0012682308180088774,0.06099047384080276,1080,1019,Parasutterella,0.8,Healthy3
Roseburia,0.00507292327203551,0.002459527798985809,2357,1567,Roseburia,0.8,Healthy3
Streptococcus,0.007398013105051785,1.0705156862577613e-06,2896,1822,Streptococcus,0.8,Healthy3
Subdoligranulum,0.033608116677235254,0.05592153852574889,1731,1301,Subdoligranulum,0.8,Healthy3
Veillonella,0.0008454872120059184,0.01728103285316995,1832,1405,Veillonella,0.8,Healthy3
Acidaminococcus,0.003593320651025153,0.044561108913094845,1278,1090,Acidaminococcus,0.7000000000000001,Healthy3
Actinomyces,0.002747833439019235,0.02135721940363527,2445,1643,Actinomyces,0.7000000000000001,Healthy3
Alistipes,0.0103572183470725,0.18068806888298594,2650,1613,Alistipes,0.7000000000000001,Healthy3
Anaerostipes,0.03720143732826041,0.03256964379895249,2034,1491,Anaerostipes,0.7000000000000001,Healthy3
Bacteroides,0.12999365884590994,0.837646235061201,3307,1887,Bacteroides,0.7000000000000001,Healthy3
Barnesiella,0.003593320651025153,0.06268863468664691,2235,1371,Barnesiella,0.7000000000000001,Healthy3
Bifidobacterium,0.017332487846121326,0.22574457092037242,3108,1734,Bifidobacterium,0.7000000000000001,Healthy3
Bilophila,0.0004227436060029592,0.0035741090292195996,1386,1194,Bilophila,0.7000000000000001,Healthy3
Blautia,0.46142464595222993,0.3893804701766121,3108,1818,Blautia,0.7000000000000001,Healthy3
Butyricicoccus,0.007609384908053266,1.2377555679139838e-06,1915,1442,Butyricicoccus,0.7000000000000001,Healthy3
Collinsella,0.05199746353836398,0.050647085112352004,2629,1587,Collinsella,0.7000000000000001,Healthy3
Dialister,0.04692454026632847,0.8185706132360185,1187,1056,Dialister,0.7000000000000001,Healthy3
Dorea,0.03846966814626929,0.014887174515947194,2368,1614,Dorea,0.7000000000000001,Healthy3
Erysipelatoclostridium,0.0019023462270133164,0.00829507435882635,2826,1639,Erysipelatoclostridium,0.7000000000000001,Healthy3
Faecalibacterium,0.07715070809554005,0.007078275066817419,1986,1472,Faecalibacterium,0.7000000000000001,Healthy3
Haemophilus,0.007186641302050306,0.125368064720147,1504,1246,Haemophilus,0.7000000000000001,Healthy3
Holdemanella,0.04269710420629888,0.08074066097937017,1585,1192,Holdemanella,0.7000000000000001,Healthy3
Lachnoclostridium,0.0016909744240118367,0.0061450352443464615,3174,1970,Lachnoclostridium,0.7000000000000001,Healthy3
Lachnospira,0.002959205242020714,0.0015946090694054442,1163,1052,Lachnospira,0.7000000000000001,Healthy3
Lactobacillus,0.0012682308180088774,0.004768805495416173,3241,1907,Lactobacillus,0.7000000000000001,Healthy3
Leuconostoc,0.002536461636017755,0.0024737917903359034,1874,1433,Leuconostoc,0.7000000000000001,Healthy3
Marvinbryantia,0.0012682308180088774,0.002807265378976106,1996,1375,Marvinbryantia,0.7000000000000001,Healthy3
Methanobrevibacter,0.0004227436060029592,0.007028562922459824,1063,1000,Methanobrevibacter,0.7000000000000001,Healthy3
Odoribacter,0.001056859015007398,0.020274281361970802,2526,1594,Odoribacter,0.7000000000000001,Healthy3
Parasutterella,0.0012682308180088774,0.023466810056771266,1080,1019,Parasutterella,0.7000000000000001,Healthy3
Roseburia,0.00507292327203551,0.008999180164170478,2357,1567,Roseburia,0.7000000000000001,Healthy3
Streptococcus,0.007398013105051785,0.0008220252688688028,2896,1822,Streptococcus,0.7000000000000001,Healthy3
Subdoligranulum,0.033608116677235254,0.06354599174362623,1731,1301,Subdoligranulum,0.7000000000000001,Healthy3
Veillonella,0.0008454872120059184,0.009743234249439785,1832,1405,Veillonella,0.7000000000000001,Healthy3
Acidaminococcus,0.003593320651025153,0.01206754625868588,1278,1090,Acidaminococcus,0.6,Healthy3
Actinomyces,0.002747833439019235,0.008171886305559817,2445,1643,Actinomyces,0.6,Healthy3
Alistipes,0.0103572183470725,0.03130661942973008,2650,1613,Alistipes,0.6,Healthy3
Anaerostipes,0.03720143732826041,0.04393137640638901,2034,1491,Anaerostipes,0.6,Healthy3
Bacteroides,0.12999365884590994,0.21686369358178553,3307,1887,Bacteroides,0.6,Healthy3
Barnesiella,0.003593320651025153,0.01752373625895834,2235,1371,Barnesiella,0.6,Healthy3
Bifidobacterium,0.017332487846121326,0.042216658943273616,3108,1734,Bifidobacterium,0.6,Healthy3
Bilophila,0.0004227436060029592,0.00372423306023467,1386,1194,Bilophila,0.6,Healthy3
Blautia,0.46142464595222993,0.5274259252845908,3108,1818,Blautia,0.6,Healthy3
